Report_Number,Date_Reported,Date_of_Occurrence,Time_of_Occurrence,City,Crime_Code,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Crime_Domain,Police_Deployed,Case_Closed,Date_Case_Closed,Hour,Month,Day_of_Week,Year,Is_Weekend,Day_Name,Season,Time_Bucket,Victim_Age_Group,Weapon_Group,Latitude,Longitude
21185,04-06-2022 13:00,2022-01-06 16:00:00,02-06-2022 15:07,Hyderabad,161,FRAUD,69,M,Other,Other Crime,15,No,,15,1,3,2022,0,Thursday,Winter,Afternoon,Senior,Other,17.3606,78.4741
21186,03-06-2022 13:00,2022-01-06 17:00:00,01-06-2022 19:32,Indore,401,SHOPLIFTING,52,X,Firearm,Other Crime,15,No,,19,1,3,2022,0,Thursday,Winter,Evening,Adult,Firearm,22.7204,75.8682
21187,03-06-2022 03:00,2022-01-06 18:00:00,01-06-2022 22:17,Nagpur,155,EXTORTION,15,F,Knife,Other Crime,11,No,,22,1,3,2022,0,Thursday,Winter,Night,Child,Sharp,21.1498,79.0821
21188,02-06-2022 22:00,2022-01-06 19:00:00,02-06-2022 13:17,Mumbai,559,COUNTERFEITING,28,M,Firearm,Other Crime,16,No,,13,1,3,2022,0,Thursday,Winter,Afternoon,Young Adult,Firearm,19.055,72.8692
21189,02-06-2022 19:00,2022-01-06 20:00:00,02-06-2022 03:26,Mumbai,331,CYBERCRIME,40,F,Knife,Other Crime,16,No,,3,1,3,2022,0,Thursday,Winter,Night,Adult,Sharp,19.055,72.8692
21190,04-06-2022 17:00,2022-01-06 21:00:00,02-06-2022 08:45,Mumbai,433,EXTORTION,74,F,Other,Other Crime,5,Yes,06-07-2022 17:00,8,1,3,2022,0,Thursday,Winter,Morning,Senior,Other,19.055,72.8692
21191,03-06-2022 01:00,2022-01-06 22:00:00,02-06-2022 02:48,Srinagar,168,ILLEGAL POSSESSION,16,X,Firearm,Other Crime,14,No,,2,1,3,2022,0,Thursday,Winter,Night,Child,Firearm,34.0747,74.8204
21192,03-06-2022 09:00,2022-01-06 23:00:00,02-06-2022 22:22,Jaipur,387,IDENTITY THEFT,10,M,Explosives,Violent Crime,1,No,,22,1,3,2022,0,Thursday,Winter,Night,Child,Explosive,26.9155,75.819
21193,02-06-2022 05:00,2022-02-06 00:00:00,02-06-2022 05:39,Bangalore,459,VEHICLE - STOLEN,54,X,Blunt Object,Violent Crime,1,Yes,25-06-2022 05:00,5,2,6,2022,1,Sunday,Winter,Morning,Adult,Blunt,12.9768,77.5901
21194,02-06-2022 18:00,2022-02-06 01:00:00,02-06-2022 14:53,Pune,401,DOMESTIC VIOLENCE,77,M,Firearm,Violent Crime,12,No,,14,2,6,2022,1,Sunday,Winter,Afternoon,Senior,Firearm,18.5214,73.8545
21195,02-06-2022 11:00,2022-02-06 02:00:00,02-06-2022 14:25,Vasai,287,ROBBERY,22,X,Explosives,Violent Crime,17,No,,14,2,6,2022,1,Sunday,Winter,Afternoon,Young Adult,Explosive,19.3428,72.8054
21196,03-06-2022 11:00,2022-02-06 03:00:00,02-06-2022 08:36,Nagpur,464,COUNTERFEITING,78,M,Unknown,Other Crime,11,Yes,19-08-2022 11:00,8,2,6,2022,1,Sunday,Winter,Morning,Senior,Unknown,21.1498,79.0821
21197,04-06-2022 06:00,2022-02-06 04:00:00,03-06-2022 03:01,Pune,184,FIREARM OFFENSE,46,M,Explosives,Fire Accident,4,Yes,23-07-2022 06:00,3,2,6,2022,1,Sunday,Winter,Night,Adult,Explosive,18.5214,73.8545
21198,05-06-2022 01:00,2022-02-06 05:00:00,02-06-2022 10:45,Chennai,394,HOMICIDE,60,X,Explosives,Other Crime,11,No,,10,2,6,2022,1,Sunday,Winter,Morning,Senior,Explosive,13.0837,80.2702
21199,02-06-2022 21:00,2022-02-06 06:00:00,03-06-2022 01:30,Hyderabad,138,EXTORTION,71,F,Explosives,Other Crime,9,Yes,21-06-2022 21:00,1,2,6,2022,1,Sunday,Winter,Night,Senior,Explosive,17.3606,78.4741
21200,02-06-2022 12:00,2022-02-06 07:00:00,03-06-2022 01:53,Bangalore,424,ILLEGAL POSSESSION,22,M,Unknown,Other Crime,7,Yes,27-06-2022 12:00,1,2,6,2022,1,Sunday,Winter,Night,Young Adult,Unknown,12.9768,77.5901
21201,02-06-2022 09:00,2022-02-06 08:00:00,02-06-2022 22:17,Delhi,117,PUBLIC INTOXICATION,32,M,Explosives,Other Crime,13,Yes,07-06-2022 09:00,22,2,6,2022,1,Sunday,Winter,Night,Adult,Explosive,28.6139,77.209
21202,03-06-2022 13:00,2022-02-06 09:00:00,03-06-2022 01:17,Mumbai,240,ROBBERY,59,F,Unknown,Violent Crime,14,Yes,19-10-2022 13:00,1,2,6,2022,1,Sunday,Winter,Night,Adult,Unknown,19.055,72.8692
21203,04-06-2022 01:00,2022-02-06 10:00:00,02-06-2022 19:29,Delhi,460,DOMESTIC VIOLENCE,16,X,Unknown,Violent Crime,2,No,,19,2,6,2022,1,Sunday,Winter,Evening,Child,Unknown,28.6139,77.209
21204,05-06-2022 09:00,2022-02-06 11:00:00,03-06-2022 05:14,Ahmedabad,535,DRUG OFFENSE,57,F,Explosives,Other Crime,11,Yes,26-06-2022 09:00,5,2,6,2022,1,Sunday,Winter,Morning,Adult,Explosive,23.0215,72.5801
21205,04-06-2022 05:00,2022-02-06 12:00:00,02-06-2022 19:07,Hyderabad,219,ARSON,17,X,Other,Fire Accident,8,Yes,28-08-2022 05:00,19,2,6,2022,1,Sunday,Winter,Evening,Child,Other,17.3606,78.4741
21206,04-06-2022 18:00,2022-02-06 13:00:00,03-06-2022 03:58,Lucknow,256,SHOPLIFTING,13,M,Explosives,Other Crime,2,No,,3,2,6,2022,1,Sunday,Winter,Night,Child,Explosive,26.8381,80.9346
21207,03-06-2022 05:00,2022-02-06 14:00:00,03-06-2022 06:24,Kolkata,113,IDENTITY THEFT,48,F,Explosives,Violent Crime,8,Yes,03-08-2022 05:00,6,2,6,2022,1,Sunday,Winter,Morning,Adult,Explosive,22.5726,88.3639
21208,02-06-2022 21:00,2022-02-06 15:00:00,03-06-2022 07:11,Thane,154,DRUG OFFENSE,62,F,Knife,Other Crime,11,No,,7,2,6,2022,1,Sunday,Winter,Morning,Senior,Sharp,19.3654,73.3685
21209,03-06-2022 02:00,2022-02-06 16:00:00,02-06-2022 17:54,Delhi,486,ARSON,56,X,Other,Fire Accident,13,Yes,20-08-2022 02:00,17,2,6,2022,1,Sunday,Winter,Evening,Adult,Other,28.6139,77.209
21210,05-06-2022 12:00,2022-02-06 17:00:00,03-06-2022 10:45,Mumbai,162,TRAFFIC VIOLATION,48,F,Knife,Traffic Fatality,14,No,,10,2,6,2022,1,Sunday,Winter,Morning,Adult,Sharp,19.055,72.8692
21211,03-06-2022 22:00,2022-02-06 18:00:00,03-06-2022 00:49,Chennai,460,DOMESTIC VIOLENCE,40,X,Explosives,Violent Crime,8,Yes,05-08-2022 22:00,0,2,6,2022,1,Sunday,Winter,Night,Adult,Explosive,13.0837,80.2702
21212,03-06-2022 18:00,2022-02-06 19:00:00,03-06-2022 06:07,Bangalore,239,ASSAULT,15,F,Other,Violent Crime,12,No,,6,2,6,2022,1,Sunday,Winter,Morning,Child,Other,12.9768,77.5901
21213,02-06-2022 22:00,2022-02-06 20:00:00,03-06-2022 19:38,Srinagar,287,COUNTERFEITING,42,X,Explosives,Other Crime,17,Yes,28-08-2022 22:00,19,2,6,2022,1,Sunday,Winter,Evening,Adult,Explosive,34.0747,74.8204
21214,03-06-2022 09:00,2022-02-06 21:00:00,03-06-2022 15:30,Varanasi,247,FRAUD,40,M,Other,Other Crime,7,Yes,05-07-2022 09:00,15,2,6,2022,1,Sunday,Winter,Afternoon,Adult,Other,25.3356,83.0076
21215,05-06-2022 21:00,2022-02-06 22:00:00,03-06-2022 05:08,Kolkata,528,CYBERCRIME,67,M,Knife,Other Crime,9,Yes,25-07-2022 21:00,5,2,6,2022,1,Sunday,Winter,Morning,Senior,Sharp,22.5726,88.3639
21216,04-06-2022 11:00,2022-02-06 23:00:00,03-06-2022 08:10,Chennai,232,SHOPLIFTING,51,M,Knife,Other Crime,6,Yes,11-08-2022 11:00,8,2,6,2022,1,Sunday,Winter,Morning,Adult,Sharp,13.0837,80.2702
21217,03-06-2022 02:00,2022-03-06 00:00:00,03-06-2022 05:15,Bangalore,116,KIDNAPPING,45,F,Explosives,Other Crime,5,No,,5,3,6,2022,1,Sunday,Summer,Morning,Adult,Explosive,12.9768,77.5901
21218,03-06-2022 23:00,2022-03-06 01:00:00,03-06-2022 17:56,Delhi,347,CYBERCRIME,29,X,Knife,Other Crime,1,Yes,16-06-2022 23:00,17,3,6,2022,1,Sunday,Summer,Evening,Young Adult,Sharp,28.6139,77.209
21219,04-06-2022 10:00,2022-03-06 02:00:00,03-06-2022 18:14,Hyderabad,264,VANDALISM,38,F,Blunt Object,Other Crime,15,Yes,12-07-2022 10:00,18,3,6,2022,1,Sunday,Summer,Evening,Adult,Blunt,17.3606,78.4741
21220,04-06-2022 05:00,2022-03-06 03:00:00,03-06-2022 11:33,Kolkata,240,ARSON,50,M,Firearm,Fire Accident,8,No,,11,3,6,2022,1,Sunday,Summer,Morning,Adult,Firearm,22.5726,88.3639
21221,04-06-2022 21:00,2022-03-06 04:00:00,03-06-2022 22:41,Hyderabad,121,HOMICIDE,56,X,Other,Other Crime,3,No,,22,3,6,2022,1,Sunday,Summer,Night,Adult,Other,17.3606,78.4741
21222,05-06-2022 06:00,2022-03-06 05:00:00,03-06-2022 06:11,Mumbai,383,IDENTITY THEFT,70,X,Knife,Violent Crime,6,No,,6,3,6,2022,1,Sunday,Summer,Morning,Senior,Sharp,19.055,72.8692
21223,05-06-2022 19:00,2022-03-06 06:00:00,03-06-2022 13:21,Ghaziabad,565,SHOPLIFTING,62,F,Blunt Object,Other Crime,12,Yes,28-06-2022 19:00,13,3,6,2022,1,Sunday,Summer,Afternoon,Senior,Blunt,28.775,77.4587
21224,03-06-2022 16:00,2022-03-06 07:00:00,04-06-2022 06:36,Delhi,330,ARSON,68,F,Unknown,Fire Accident,11,Yes,05-08-2022 16:00,6,3,6,2022,1,Sunday,Summer,Morning,Senior,Unknown,28.6139,77.209
21225,06-06-2022 06:00,2022-03-06 08:00:00,03-06-2022 16:52,Chennai,534,KIDNAPPING,46,M,Other,Other Crime,8,Yes,11-07-2022 06:00,16,3,6,2022,1,Sunday,Summer,Afternoon,Adult,Other,13.0837,80.2702
21226,05-06-2022 20:00,2022-03-06 09:00:00,03-06-2022 15:34,Mumbai,231,ASSAULT,47,F,Other,Violent Crime,6,Yes,22-08-2022 20:00,15,3,6,2022,1,Sunday,Summer,Afternoon,Adult,Other,19.055,72.8692
21227,05-06-2022 09:00,2022-03-06 10:00:00,03-06-2022 22:09,Faridabad,434,VEHICLE - STOLEN,13,M,Unknown,Violent Crime,19,Yes,14-07-2022 09:00,22,3,6,2022,1,Sunday,Summer,Night,Child,Unknown,28.4031,77.3106
21228,03-06-2022 16:00,2022-03-06 11:00:00,04-06-2022 08:03,Bangalore,368,KIDNAPPING,54,X,Unknown,Other Crime,12,Yes,18-06-2022 16:00,8,3,6,2022,1,Sunday,Summer,Morning,Adult,Unknown,12.9768,77.5901
21229,04-06-2022 23:00,2022-03-06 12:00:00,03-06-2022 19:31,Bangalore,296,EXTORTION,42,X,Knife,Other Crime,10,Yes,02-07-2022 23:00,19,3,6,2022,1,Sunday,Summer,Evening,Adult,Sharp,12.9768,77.5901
21230,06-06-2022 09:00,2022-03-06 13:00:00,03-06-2022 22:48,Agra,386,VEHICLE - STOLEN,14,M,Unknown,Violent Crime,5,No,,22,3,6,2022,1,Sunday,Summer,Night,Child,Unknown,27.1753,78.0098
21231,03-06-2022 19:00,2022-03-06 14:00:00,03-06-2022 16:51,Ludhiana,461,ROBBERY,43,F,Unknown,Violent Crime,15,No,,16,3,6,2022,1,Sunday,Summer,Afternoon,Adult,Unknown,30.909,75.8516
21232,04-06-2022 23:00,2022-03-06 15:00:00,04-06-2022 12:11,Ludhiana,401,DRUG OFFENSE,22,M,Other,Other Crime,15,No,,12,3,6,2022,1,Sunday,Summer,Afternoon,Young Adult,Other,30.909,75.8516
21233,06-06-2022 15:00,2022-03-06 16:00:00,04-06-2022 09:09,Surat,343,IDENTITY THEFT,13,F,Other,Violent Crime,14,No,,9,3,6,2022,1,Sunday,Summer,Morning,Child,Other,21.2095,72.8317
21234,06-06-2022 16:00,2022-03-06 17:00:00,04-06-2022 07:11,Hyderabad,311,ROBBERY,79,X,Unknown,Violent Crime,6,Yes,13-10-2022 16:00,7,3,6,2022,1,Sunday,Summer,Morning,Senior,Unknown,17.3606,78.4741
21235,03-06-2022 21:00,2022-03-06 18:00:00,04-06-2022 14:27,Kolkata,180,FRAUD,11,X,Knife,Other Crime,13,Yes,02-08-2022 21:00,14,3,6,2022,1,Sunday,Summer,Afternoon,Child,Sharp,22.5726,88.3639
21236,03-06-2022 21:00,2022-03-06 19:00:00,04-06-2022 03:22,Delhi,510,VANDALISM,71,F,Explosives,Other Crime,5,Yes,09-07-2022 21:00,3,3,6,2022,1,Sunday,Summer,Night,Senior,Explosive,28.6139,77.209
21237,04-06-2022 02:00,2022-03-06 20:00:00,03-06-2022 20:54,Delhi,404,FRAUD,55,X,Poison,Other Crime,11,Yes,20-08-2022 02:00,20,3,6,2022,1,Sunday,Summer,Evening,Adult,Chemical,28.6139,77.209
21238,06-06-2022 00:00,2022-03-06 21:00:00,04-06-2022 18:58,Indore,373,SEXUAL ASSAULT,25,X,Knife,Violent Crime,18,Yes,19-05-2023 00:00,18,3,6,2022,1,Sunday,Summer,Evening,Young Adult,Sharp,22.7204,75.8682
21239,03-06-2022 23:00,2022-03-06 22:00:00,04-06-2022 07:57,Lucknow,171,ARSON,74,F,Blunt Object,Fire Accident,15,Yes,15-08-2022 23:00,7,3,6,2022,1,Sunday,Summer,Morning,Senior,Blunt,26.8381,80.9346
21240,05-06-2022 18:00,2022-03-06 23:00:00,04-06-2022 19:37,Hyderabad,320,DOMESTIC VIOLENCE,27,F,Explosives,Violent Crime,3,No,,19,3,6,2022,1,Sunday,Summer,Evening,Young Adult,Explosive,17.3606,78.4741
21241,05-06-2022 19:00,2022-04-06 00:00:00,04-06-2022 05:10,Bangalore,312,FIREARM OFFENSE,11,F,Blunt Object,Fire Accident,11,No,,5,4,2,2022,0,Wednesday,Summer,Morning,Child,Blunt,12.9768,77.5901
21242,04-06-2022 10:00,2022-04-06 01:00:00,04-06-2022 17:51,Kolkata,357,ILLEGAL POSSESSION,77,M,Firearm,Other Crime,6,No,,17,4,2,2022,0,Wednesday,Summer,Evening,Senior,Firearm,22.5726,88.3639
21243,06-06-2022 10:00,2022-04-06 02:00:00,04-06-2022 13:08,Ahmedabad,157,SEXUAL ASSAULT,63,F,Unknown,Violent Crime,9,Yes,18-06-2023 10:00,13,4,2,2022,0,Wednesday,Summer,Afternoon,Senior,Unknown,23.0215,72.5801
21244,06-06-2022 13:00,2022-04-06 03:00:00,04-06-2022 22:59,Mumbai,579,ARSON,67,M,Other,Fire Accident,8,Yes,13-08-2022 13:00,22,4,2,2022,0,Wednesday,Summer,Night,Senior,Other,19.055,72.8692
21245,05-06-2022 02:00,2022-04-06 04:00:00,04-06-2022 16:44,Kolkata,478,DOMESTIC VIOLENCE,69,M,Blunt Object,Violent Crime,8,Yes,09-07-2022 02:00,16,4,2,2022,0,Wednesday,Summer,Afternoon,Senior,Blunt,22.5726,88.3639
21246,05-06-2022 04:00,2022-04-06 05:00:00,04-06-2022 12:14,Kolkata,325,SHOPLIFTING,63,M,Poison,Other Crime,11,No,,12,4,2,2022,0,Wednesday,Summer,Afternoon,Senior,Chemical,22.5726,88.3639
21247,06-06-2022 01:00,2022-04-06 06:00:00,04-06-2022 22:28,Kolkata,170,HOMICIDE,35,M,Unknown,Other Crime,13,No,,22,4,2,2022,0,Wednesday,Summer,Night,Adult,Unknown,22.5726,88.3639
21248,04-06-2022 10:00,2022-04-06 07:00:00,04-06-2022 09:20,Patna,249,ILLEGAL POSSESSION,17,X,Poison,Other Crime,1,No,,9,4,2,2022,0,Wednesday,Summer,Morning,Child,Chemical,25.6093,85.1235
21249,06-06-2022 02:00,2022-04-06 08:00:00,04-06-2022 17:07,Hyderabad,443,VANDALISM,63,M,Poison,Other Crime,18,Yes,21-07-2022 02:00,17,4,2,2022,0,Wednesday,Summer,Evening,Senior,Chemical,17.3606,78.4741
21250,06-06-2022 11:00,2022-04-06 09:00:00,04-06-2022 19:21,Mumbai,318,BURGLARY,45,M,Firearm,Other Crime,16,Yes,16-08-2022 11:00,19,4,2,2022,0,Wednesday,Summer,Evening,Adult,Firearm,19.055,72.8692
21251,06-06-2022 19:00,2022-04-06 10:00:00,04-06-2022 23:26,Rajkot,491,FRAUD,17,X,Poison,Other Crime,7,No,,23,4,2,2022,0,Wednesday,Summer,Night,Child,Chemical,22.3053,70.8028
21252,04-06-2022 20:00,2022-04-06 11:00:00,05-06-2022 04:23,Bangalore,491,PUBLIC INTOXICATION,48,M,Other,Other Crime,18,No,,4,4,2,2022,0,Wednesday,Summer,Night,Adult,Other,12.9768,77.5901
21253,06-06-2022 22:00,2022-04-06 12:00:00,04-06-2022 13:51,Delhi,558,CYBERCRIME,12,X,Firearm,Other Crime,17,Yes,14-07-2022 22:00,13,4,2,2022,0,Wednesday,Summer,Afternoon,Child,Firearm,28.6139,77.209
21254,07-06-2022 04:00,2022-04-06 13:00:00,05-06-2022 12:17,Nagpur,504,BURGLARY,50,F,Explosives,Other Crime,19,No,,12,4,2,2022,0,Wednesday,Summer,Afternoon,Adult,Explosive,21.1498,79.0821
21255,07-06-2022 08:00,2022-04-06 14:00:00,05-06-2022 07:17,Pune,302,CYBERCRIME,30,M,Blunt Object,Other Crime,16,Yes,13-08-2022 08:00,7,4,2,2022,0,Wednesday,Summer,Morning,Adult,Blunt,18.5214,73.8545
21256,07-06-2022 14:00,2022-04-06 15:00:00,05-06-2022 13:43,Hyderabad,494,EXTORTION,43,F,Unknown,Other Crime,7,Yes,23-06-2022 14:00,13,4,2,2022,0,Wednesday,Summer,Afternoon,Adult,Unknown,17.3606,78.4741
21257,06-06-2022 05:00,2022-04-06 16:00:00,04-06-2022 16:30,Nagpur,251,VANDALISM,32,M,Knife,Other Crime,1,Yes,30-06-2022 05:00,16,4,2,2022,0,Wednesday,Summer,Afternoon,Adult,Sharp,21.1498,79.0821
21258,05-06-2022 05:00,2022-04-06 17:00:00,04-06-2022 22:42,Bangalore,588,KIDNAPPING,42,X,Unknown,Other Crime,12,Yes,16-06-2022 05:00,22,4,2,2022,0,Wednesday,Summer,Night,Adult,Unknown,12.9768,77.5901
21259,07-06-2022 00:00,2022-04-06 18:00:00,05-06-2022 15:03,Patna,570,DOMESTIC VIOLENCE,53,F,Explosives,Violent Crime,18,Yes,27-08-2022 00:00,15,4,2,2022,0,Wednesday,Summer,Afternoon,Adult,Explosive,25.6093,85.1235
21260,07-06-2022 11:00,2022-04-06 19:00:00,04-06-2022 20:39,Mumbai,404,ROBBERY,73,F,Firearm,Violent Crime,13,No,,20,4,2,2022,0,Wednesday,Summer,Evening,Senior,Firearm,19.055,72.8692
21261,06-06-2022 18:00,2022-04-06 20:00:00,05-06-2022 14:50,Surat,220,TRAFFIC VIOLATION,57,X,Blunt Object,Traffic Fatality,3,Yes,19-06-2022 18:00,14,4,2,2022,0,Wednesday,Summer,Afternoon,Adult,Blunt,21.2095,72.8317
21262,07-06-2022 08:00,2022-04-06 21:00:00,05-06-2022 03:31,Faridabad,220,KIDNAPPING,55,M,Firearm,Other Crime,18,Yes,29-06-2022 08:00,3,4,2,2022,0,Wednesday,Summer,Night,Adult,Firearm,28.4031,77.3106
21263,05-06-2022 20:00,2022-04-06 22:00:00,05-06-2022 12:25,Pune,286,EXTORTION,79,F,Unknown,Other Crime,17,No,,12,4,2,2022,0,Wednesday,Summer,Afternoon,Senior,Unknown,18.5214,73.8545
21264,07-06-2022 03:00,2022-04-06 23:00:00,05-06-2022 07:59,Hyderabad,398,COUNTERFEITING,41,X,Firearm,Other Crime,19,Yes,31-07-2022 03:00,7,4,2,2022,0,Wednesday,Summer,Morning,Adult,Firearm,17.3606,78.4741
21265,07-06-2022 18:00,2022-05-06 00:00:00,05-06-2022 16:51,Kolkata,552,EXTORTION,76,M,Knife,Other Crime,19,Yes,07-08-2022 18:00,16,5,4,2022,0,Friday,Summer,Afternoon,Senior,Sharp,22.5726,88.3639
21266,06-06-2022 13:00,2022-05-06 01:00:00,05-06-2022 01:21,Mumbai,517,TRAFFIC VIOLATION,32,F,Knife,Traffic Fatality,6,Yes,30-06-2022 13:00,1,5,4,2022,0,Friday,Summer,Night,Adult,Sharp,19.055,72.8692
21267,07-06-2022 14:00,2022-05-06 02:00:00,05-06-2022 20:40,Mumbai,189,HOMICIDE,20,M,Explosives,Other Crime,6,Yes,11-11-2023 14:00,20,5,4,2022,0,Friday,Summer,Evening,Young Adult,Explosive,19.055,72.8692
21268,06-06-2022 02:00,2022-05-06 03:00:00,05-06-2022 14:34,Ahmedabad,466,SHOPLIFTING,16,X,Unknown,Other Crime,13,No,,14,5,4,2022,0,Friday,Summer,Afternoon,Child,Unknown,23.0215,72.5801
21269,05-06-2022 06:00,2022-05-06 04:00:00,05-06-2022 14:06,Mumbai,592,PUBLIC INTOXICATION,30,M,Blunt Object,Other Crime,16,No,,14,5,4,2022,0,Friday,Summer,Afternoon,Adult,Blunt,19.055,72.8692
21270,07-06-2022 13:00,2022-05-06 05:00:00,06-06-2022 04:40,Mumbai,416,PUBLIC INTOXICATION,20,F,Firearm,Other Crime,10,Yes,22-06-2022 13:00,4,5,4,2022,0,Friday,Summer,Night,Young Adult,Firearm,19.055,72.8692
21271,05-06-2022 08:00,2022-05-06 06:00:00,05-06-2022 08:56,Lucknow,162,ARSON,72,M,Unknown,Fire Accident,17,Yes,28-07-2022 08:00,8,5,4,2022,0,Friday,Summer,Morning,Senior,Unknown,26.8381,80.9346
21272,05-06-2022 22:00,2022-05-06 07:00:00,05-06-2022 17:14,Delhi,218,KIDNAPPING,45,M,Poison,Other Crime,7,Yes,01-07-2022 22:00,17,5,4,2022,0,Friday,Summer,Evening,Adult,Chemical,28.6139,77.209
21273,06-06-2022 21:00,2022-05-06 08:00:00,06-06-2022 06:20,Chennai,147,ROBBERY,32,M,Unknown,Violent Crime,7,Yes,07-09-2022 21:00,6,5,4,2022,0,Friday,Summer,Morning,Adult,Unknown,13.0837,80.2702
21274,07-06-2022 23:00,2022-05-06 09:00:00,05-06-2022 21:55,Thane,518,HOMICIDE,47,M,Knife,Other Crime,5,Yes,08-03-2024 23:00,21,5,4,2022,0,Friday,Summer,Night,Adult,Sharp,19.3654,73.3685
21275,07-06-2022 12:00,2022-05-06 10:00:00,05-06-2022 10:54,Ghaziabad,229,ILLEGAL POSSESSION,30,M,Knife,Other Crime,14,Yes,08-08-2022 12:00,10,5,4,2022,0,Friday,Summer,Morning,Adult,Sharp,28.775,77.4587
21276,05-06-2022 13:00,2022-05-06 11:00:00,06-06-2022 10:59,Kolkata,265,FRAUD,10,M,Explosives,Other Crime,12,Yes,12-08-2022 13:00,10,5,4,2022,0,Friday,Summer,Morning,Child,Explosive,22.5726,88.3639
21277,05-06-2022 16:00,2022-05-06 12:00:00,06-06-2022 09:42,Kolkata,394,VANDALISM,34,M,Blunt Object,Other Crime,1,No,,9,5,4,2022,0,Friday,Summer,Morning,Adult,Blunt,22.5726,88.3639
21278,05-06-2022 20:00,2022-05-06 13:00:00,05-06-2022 20:39,Bangalore,333,ASSAULT,39,X,Firearm,Violent Crime,2,Yes,15-06-2022 20:00,20,5,4,2022,0,Friday,Summer,Evening,Adult,Firearm,12.9768,77.5901
21279,07-06-2022 15:00,2022-05-06 14:00:00,05-06-2022 20:41,Mumbai,468,EXTORTION,41,X,Poison,Other Crime,10,Yes,01-07-2022 15:00,20,5,4,2022,0,Friday,Summer,Evening,Adult,Chemical,19.055,72.8692
21280,06-06-2022 06:00,2022-05-06 15:00:00,06-06-2022 05:26,Ahmedabad,589,FIREARM OFFENSE,37,F,Blunt Object,Fire Accident,17,No,,5,5,4,2022,0,Friday,Summer,Morning,Adult,Blunt,23.0215,72.5801
21281,07-06-2022 01:00,2022-05-06 16:00:00,05-06-2022 16:59,Faridabad,153,FIREARM OFFENSE,29,M,Other,Fire Accident,8,Yes,04-07-2022 01:00,16,5,4,2022,0,Friday,Summer,Afternoon,Young Adult,Other,28.4031,77.3106
21282,06-06-2022 08:00,2022-05-06 17:00:00,06-06-2022 13:08,Patna,331,FRAUD,61,X,Unknown,Other Crime,13,No,,13,5,4,2022,0,Friday,Summer,Afternoon,Senior,Unknown,25.6093,85.1235
21283,08-06-2022 03:00,2022-05-06 18:00:00,06-06-2022 08:43,Delhi,460,ROBBERY,50,F,Knife,Violent Crime,2,Yes,24-08-2022 03:00,8,5,4,2022,0,Friday,Summer,Morning,Adult,Sharp,28.6139,77.209
21284,08-06-2022 08:00,2022-05-06 19:00:00,06-06-2022 09:30,Jaipur,481,SHOPLIFTING,72,M,Explosives,Other Crime,18,Yes,07-08-2022 08:00,9,5,4,2022,0,Friday,Summer,Morning,Senior,Explosive,26.9155,75.819
21285,05-06-2022 21:00,2022-05-06 20:00:00,05-06-2022 23:51,Delhi,557,FRAUD,67,X,Knife,Other Crime,19,No,,23,5,4,2022,0,Friday,Summer,Night,Senior,Sharp,28.6139,77.209
21286,06-06-2022 05:00,2022-05-06 21:00:00,06-06-2022 09:33,Nagpur,246,SHOPLIFTING,73,M,Unknown,Other Crime,10,No,,9,5,4,2022,0,Friday,Summer,Morning,Senior,Unknown,21.1498,79.0821
21287,06-06-2022 19:00,2022-05-06 22:00:00,06-06-2022 10:39,Hyderabad,145,ILLEGAL POSSESSION,34,M,Poison,Other Crime,8,Yes,07-07-2022 19:00,10,5,4,2022,0,Friday,Summer,Morning,Adult,Chemical,17.3606,78.4741
21288,06-06-2022 03:00,2022-05-06 23:00:00,06-06-2022 17:53,Bangalore,168,VEHICLE - STOLEN,24,F,Knife,Violent Crime,16,No,,17,5,4,2022,0,Friday,Summer,Evening,Young Adult,Sharp,12.9768,77.5901
21289,07-06-2022 13:00,2022-06-06 00:00:00,06-06-2022 21:57,Nagpur,543,DOMESTIC VIOLENCE,36,F,Blunt Object,Violent Crime,12,Yes,23-07-2022 13:00,21,6,0,2022,0,Monday,Monsoon,Night,Adult,Blunt,21.1498,79.0821
21290,06-06-2022 20:00,2022-06-06 01:00:00,06-06-2022 20:29,Bangalore,431,ROBBERY,63,X,Poison,Violent Crime,8,Yes,05-11-2022 20:00,20,6,0,2022,0,Monday,Monsoon,Evening,Senior,Chemical,12.9768,77.5901
21291,07-06-2022 21:00,2022-06-06 02:00:00,06-06-2022 03:07,Pune,348,PUBLIC INTOXICATION,58,X,Other,Other Crime,4,Yes,06-07-2022 21:00,3,6,0,2022,0,Monday,Monsoon,Night,Adult,Other,18.5214,73.8545
21292,06-06-2022 13:00,2022-06-06 03:00:00,06-06-2022 13:10,Agra,119,TRAFFIC VIOLATION,63,X,Blunt Object,Traffic Fatality,10,Yes,03-07-2022 13:00,13,6,0,2022,0,Monday,Monsoon,Afternoon,Senior,Blunt,27.1753,78.0098
21293,07-06-2022 02:00,2022-06-06 04:00:00,06-06-2022 09:44,Ghaziabad,488,TRAFFIC VIOLATION,32,M,Other,Traffic Fatality,8,No,,9,6,0,2022,0,Monday,Monsoon,Morning,Adult,Other,28.775,77.4587
21294,07-06-2022 20:00,2022-06-06 05:00:00,06-06-2022 15:29,Faridabad,239,ASSAULT,72,X,Firearm,Violent Crime,4,No,,15,6,0,2022,0,Monday,Monsoon,Afternoon,Senior,Firearm,28.4031,77.3106
